name;WoSline;author;title;journal;year
ROBINSON_D(2019)43:967;3235;Robinson, DBT; Relative Value of Adapted Novel Bibliometrics in Evaluating Surgical Academic Impact and Reach;WORLD J SURG;2019
HAN_J(2019)73:3027;3319;Han, J; SOCIAL MEDIA USAGE, IMPACT FACTOR, AND MEAN ALTMETRIC ATTENTION SCORES: CHARACTERISTICS AND CORRELATES IN MAJOR CARDIOLOGY JOURNALS;J AM COLL CARDIOL;2019
ZHENG_H(2019)70:256;3364;Zheng, H; Social media presence of scholarly journals;J ASSOC INF SCI TECH;2019
WOOLDRID_J(2019)70:271;3464;Wooldridge, J; Altmetric scores: An early indicator of research impact;J ASSOC INF SCI TECH;2019
ALPERIN_J(2019)8:42254;3540;Alperin, JP; How significant are the public dimensions of faculty work in review, promotion and tenure documents?;ELIFE;2019
BAUTISTA_N(2019)7:publications7010012;3708;Bautista-Puig, N; Scientific Landscape of Citizen Science Publications: Dynamics, Content and Presence in Social Media;PUBLICATIONS;2019
BORNMANN_L(2019)13:325;3844;Bornmann, L; Do altmetrics assess societal impact in a comparable way to case studies? An empirical test of the convergent validity of altmetrics based on data from the UK research excellence framework (REF);J INFORMETR;2019
NUZZOLES_A(2019)118:539;4005;Nuzzolese, AG; Do altmetrics work for assessing research quality?;SCIENTOMETRICS;2019
ORTEGA_J(2019)71:124;4099;Ortega, JL; Exploratory analysis of Publons metrics and their relationship with bibliometric and altmetric impact;ASLIB J INFORM MANAG;2019
SACHSE_J(2019):417;4192;Sachse, J; Do Metrics Matter? The Effect of Indicators on Scientific Search Behavior;*****;2019
HOLBROOK_J(2019)6:84;4272;Holbrook, JB; Designing responsible research and innovation to encourage serendipity could enhance the broader societal impacts of research;J RESPONSIBLE INNOV;2019
KOMLJENO_J(2019)17:28;4337;Komljenovic, J; Linkedin, platforming labour, and the new employability mandate for universities;GLOB SOC EDUC;2019
KALITA_D(2019)8:21;4460;Kalita, D; A 2D Evaluation of Altmetrics Influence in Citation Growth: Case Study of Indian Research Articles in PLoS Journals;J SCIENTOMETR RES;2019
OLFF_M(2019)10:1578524;4530;Olff, M; Facts on psychotraumatology;EUR J PSYCHOTRAUMATO;2019
SYGOCKI_W(2019)95:101;4603;Sygocki, W; Why do specialists in electromagnetism and OSH need altmetric indicators ...;PRZ ELEKTROTECHNICZN;2019
ALPERIN_J(2019)28:2;4654;Alperin, JP; Identifying diffusion patterns of research articles on Twitter: A case study of online engagement with open access articles;PUBLIC UNDERST SCI;2019
FERRAND_E(2019)77:1;4769;Ferrand, E; Indicators of research impact: Tools for measuring journals, researchers and published articles in health - Pharmaceutical perspective;ANN PHARM FR;2019
HAYON_S(2019)123:28;4887;Hayon, S; Twitter Mentions and Academic Citations in the Urologic Literature;UROLOGY;2019
DOZMOROV_M(2018)6:00198;4958;Dozmorov, MG; GitHub Statistics as a Measure of the Impact of Open-Source Bioinformatics Software;FRONT BIOENG BIOTECH;2018
WAYANT_C(2018)29:2384;5016;Wayant, C; A comparison of matched interim analysis publications and final analysis publications in oncology clinical trials;ANN ONCOL;2018
ROBINSON_N(2018)45:815;5099;Robinson-Garcia, N; Using altmetrics for contextualised mapping of societal impact: From hits to networks;SCI PUBL POLICY;2018
PATEL_R(2018)3:1249;5229;Patel, RB; Characterizing High-Performing Articles by Altmetric Score in Major Cardiovascular Journals;JAMA CARDIOL;2018
TAL_D(2018)55:549;5335;Tal, D; Intellectual Leadership of Leonardo da Vinci: A Bibliometric Study;SOCIETY;2018
BORNMANN_L(2018)19:201847260;5390;Bornmann, L; Alternative article-level metrics The use of alternative metrics in research evaluation;EMBO REP;2018
LEZAMA-N_R(2018)117:1425;5445;Lezama-Nicolas, R; A bibliometric method for assessing technological maturity: the case of additive manufacturing;SCIENTOMETRICS;2018
JABALEY_C(2018)48:357;5587;Jabaley, CS; Highly visible sepsis publications from 2012 to 2017: Analysis and comparison of altmetrics and bibliometrics;J CRIT CARE;2018
HUANG_S(2018)20:826;5814;Huang, S; The effect of an infographic promotion on research dissemination and readership: A randomized controlled trial;CAN J EMERG MED;2018
PARK_H(2018)117:771;5909;Park, H; Research evaluation of Asian countries using altmetrics: comparing South Korea, Japan, Taiwan, Singapore, and China;SCIENTOMETRICS;2018
XU_S(2018)117:845;6016;Xu, SM; Who, what, why? An exploration of JoVE scientific video publications in tweets;SCIENTOMETRICS;2018
THELWALL_M(2018)12:1031;6096;Thelwall, M; Do females create higher impact research? Scopus citations and Mendeley readers for articles from five countries;J INFORMETR;2018
WANG_G(2018)12:1089;6204;Wang, GY; Long live the scientists: Tracking the scientific fame of great minds in physics;J INFORMETR;2018
WRAY_C(2018)13:764;6325;Wray, CM; The Adoption of an Online Journal Club to Improve Research Dissemination and Social Media Engagement Among Hospitalists;J HOSP MED;2018
MURPHY_L(2018)19:1003;6398;Murphy, LS; Measuring Scholarly Productivity: A Primer for Junior Faculty. Part III: Understanding Publication Metrics;WEST J EMERG MED;2018
DEFILIPP_D(2018)199:248;6514;De Filippo, D;" From academia to citizenry. Study of the flow of scientific information from projects to scientific journals and social media in the field of ""Energy saving""";J CLEAN PROD;2018
TAI_T(2018)6:00115;6607;Tai, TC; Enhancing Climate Change Research With Open Science;FRONT ENV SCI-SWITZ;2018
GADD_E(2018)31:437;6688;Gadd, E; How can bibliometric and altmetric suppliers improve? Messages from the end-user community;INSIGHTS;2018
CINTRA_P(2018)32:117;6734;Cintra, PR; The impact of open access citation and social media on leading top Information Science journals;INVESTIG BIBLIOTECOL;2018
REALE_E(2018)27:298;6804;Reale, E; A review of literature on evaluating the scientific, social and political impact of social sciences and humanities research;RES EVALUAT;2018
ASKERIDI_J(2018)117:615;7023;Askeridis, JM; An h index for Mendeley: comparison of citation-based h indices and a readership-based h(men) index for 29 authors;SCIENTOMETRICS;2018
POWELL_A(2018)227:S94;7086;Powell, AG; Altmetric vs Bibliometric Perspective Regarding Publication Impact and Force;J AM COLL SURGEONS;2018
SEGADO-B_F(2018)50:48;7141;Segado-Boj, F; Attitudes toward Open Access, Open Peer Review, and Altmetrics among Contributors to Spanish Scholarly Journals;J SCHOLARLY PUBL;2018
LINZEY_J(2018)129:1093;7236;Linzey, JR; Neurosurgery and the rise of academic social media: what neurosurgeons should know;J NEUROSURG;2018
LUTZ_C(2018)36:632;7307;Lutz, C; Making Academic Social Capital Visible: Relating SNS-Based, Alternative and Traditional Metrics of Scientific Impact;SOC SCI COMPUT REV;2018
ZHANG_L(2018)117:495;7408;Zhang, LW; Why highly cited articles are not highly tweeted? A biology case;SCIENTOMETRICS;2018
HOLMBERG_K(2018)117:603;7499;Holmberg, K; An altmetric investigation of the online visibility of South Korea-based scientific journals;SCIENTOMETRICS;2018
MARKUSOV_V(2018)88:394;7572;Markusova, VA; An Altmetric As an Indicator of a Publication's Scientific Impact;HER RUSS ACAD SCI+;2018
ASEMI_A(2018)7:145;7654;Asemi, A; Correlation between the Articles Citations in Web of Science (WoS) and the Readership Rate in Mendeley and Research Gate (RG);J SCIENTOMETR RES;2018
GALVEZ_C(2018)30:277;7735;Galvez, C; Co-word analysis applied to highly cited papers in Library and Information Science (2007-2017);TRANSINFORMACAO;2018
MACCALLU_C(2018)153:841;7815;MacCallum, C; The Value of Clinical Colorectal Cancer Registries in Colorectal Cancer Research A Systematic Review;JAMA SURG;2018
BLAKEMAN_K(2018)101:293;7929;Blakeman, K; Bibliometrics in a digital age: help or hindrance;SCI PROGRESS-UK;2018
MOED_H(2018)365:fny189;8005;Moed, HF; Assessment and support of emerging research groups;FEMS MICROBIOL LETT;2018
MATHEWS_P(2018)37:1198;8064;Mathews, PM; Etiology of Global Corneal Blindness and Current Practices of Corneal Transplantation: A Focused Review;CORNEA;2018
GRIFFIN_S(2018)52:1160;8167;Griffin, SA;" ""Altmetrics'! Can you afford to ignore it?";BRIT J SPORT MED;2018
RUANO_J(2018)101:35;8224;Ruano, J; Relationships between abstract features and methodological quality explained variations of social media activity derived from systematic reviews about psoriasis interventions;J CLIN EPIDEMIOL;2018
CHENG_N(2018)116:1749;8333;Cheng, N; Knowledge communication on social media: a case study of Biomedical Science on Baidu Baike;SCIENTOMETRICS;2018
BAR-ILAN_J(2018)116:1771;8474;Bar-Ilan, J; Temporal characteristics of retracted articles;SCIENTOMETRICS;2018
ORTEGA_J(2018)116:2123;8575;Ortega, JL; Reliability and accuracy of altmetric providers: a comparison among Altmetric.com, PlumX and Crossref Event Data;SCIENTOMETRICS;2018
POWELL_A(2018)42:2745;8653;Powell, AGMT; Altmetric Versus Bibliometric Perspective Regarding Publication Impact and Force;WORLD J SURG;2018
PULIDO_C(2018)13:0203117;8819;Pulido, CM; Social impact in social media: A new method to evaluate the social impact of research;PLOS ONE;2018
BARAKAT_A(2018)72:952;8915;Barakat, AF; Correlation of Altmetric Attention Score With Article Citations in Cardiovascular Research;J AM COLL CARDIOL;2018
FASSOULA_A(2018)121:514;8979;Fassoulaki, A; Altmetrics should not be used for ranking of anaesthesia journals;BRIT J ANAESTH;2018
KIM_S(2018)5:92;9032;Kim, S; Latest trends in innovative global scholarly journal publication and distribution platforms;SCI ED;2018
POWELL_A(2018)105:46;9107;Powell, A; Altmetric vs. bibliometric perspective regarding publication impact and force;BRIT J SURG;2018
ORTEGA_J(2018)12:579;9157;Ortega, JL; The life cycle of altmetric impact: A longitudinal study of six metrics from PlumX;J INFORMETR;2018
ABRAMO_G(2018)12:590;9247;Abramo, G; Revisiting the scientometric conceptualization of impact and its measurement;J INFORMETR;2018
YU_H(2018)12:605;9374;Yu, HQ; Is there Lingua Franca in informal scientific communication? Evidence from language distribution of scientific tweets;J INFORMETR;2018
LEPORI_B(2018)12:806;9480;Lepori, B; Which US and European Higher Education Institutions are visible in ResearchGate and what affects their RG score?;J INFORMETR;2018
BORNMANN_L(2018)12:998;9586;Bornmann, L; Normalization of zero-inflated data: An empirical analysis of a new indicator family and its use with altmetrics data;J INFORMETR;2018
MAGGIO_L(2018)7:239;9707;Maggio, LA; #MedEd: exploring the relationship between altmetrics and traditional measures of dissemination in health professions education;PERSPECT MED EDUC;2018
HAUNSCHI_R(2018)116:997;9806;Haunschild, R; Field- and time-normalization of data with many zeros: an empirical analysis using citation and Twitter data;SCIENTOMETRICS;2018
DIDEGAH_F(2018)69:959;9923;Didegah, F; Co-saved, co-tweeted, and co-cited networks;J ASSOC INF SCI TECH;2018
ZHOU_J(2018)142:555;10003;Zhou, JZ; Social Media and the Dissemination of Research: Insights from the Most Widely Circulated Articles in Plastic Surgery;PLAST RECONSTR SURG;2018
KUBIAK_C(2018)142:565;10089;Kubiak, CA; Discussion: Social Media and the Dissemination of Research: Insights from the Most Widely Circulated Articles in Plastic Surgery;PLAST RECONSTR SURG;2018
BLACK_C(2018)46:88;10147;Black, CS; An examination of the effect of open versus paywalled access publication on the disseminative impact and citation count of publications in intensive care medicine and anesthesia;J CRIT CARE;2018
KOLAHI_J(2018)225:68;10220;Kolahi, J; Altmetric analysis of contemporary dental literature;BRIT DENT J;2018
CHEN_P(2018)13:0198033;10303;Chen, PY; Social reference managers and their users: A survey of demographics and ideologies;PLOS ONE;2018
KALACHIK_P(2018)52:187;10395;Kalachikhin, PA; The Development of a Webometric Criterion for Ranking Researchers;AUTOM DOC MATH LINGU;2018
TOLEDO_E(2018)41:1552;10458;Toledo, EG; Research assessment in Humanities and Social Sciences in review;REV ESP DOC CIENT;2018
NICHOLAS_D(2018)49:375;10556;Nicholas, D; Early Career Researchers' Quest for Reputation in the Digital Age;J SCHOLARLY PUBL;2018
SOTUDEH_H(2018)27:262;10685;Sotudeh, H; Gender differences in scientific productivity and visibility in core neurosurgery journals: Citations and social media metrics;RES EVALUAT;2018
HOLMBERG_K(2018)116:435;10813;Holmberg, K; Why do some research articles receive more online attention and higher altmetrics? Reasons for online success according to the authors;SCIENTOMETRICS;2018
SHU_F(2018)116:505;10882;Shu, F; Can Twitter increase the visibility of Chinese publications?;SCIENTOMETRICS;2018
RODRIGUE_C(2018)14:124;10986;Rodriguez, CT; Altmetrics and citation indicators applied to scientific production in ScienceOpen: descriptive analysis for Brazil, Spain and Portugal;BIBL-AN INVESTIG;2018
GATES_A(2018)8:bmjopen-2018-022298;11045;Gates, A; Dissemination of evidence in paediatric emergency medicine: a quantitative descriptive evaluation of a 16-week social media promotion;BMJ OPEN;2018
LI_J(2018)20:10486;11161;Li, JH; The Social Effects of Exergames on Older Adults: Systematic Review and Metric Analysis;J MED INTERNET RES;2018
THELWALL_M(2018)115:1231;11281;Thelwall, M; Early Mendeley readers correlate with later citation counts;SCIENTOMETRICS;2018
VOGL_S(2018)115:1253;11368;Vogl, S; #Psychology: a bibliometric analysis of psychological literature in the online media;SCIENTOMETRICS;2018
DIDEGAH_F(2018)69:832;11463;Didegah, F; On the Differences Between Citations and Altmetrics: An Investigation of Factors Driving Altmetrics Versus Citations for Finnish Articles;J ASSOC INF SCI TECH;2018
WIGGINS_A(2018)68:436;11566;Wiggins, A; A Science Products Inventory for Citizen-Science Planning and Evaluation;BIOSCIENCE;2018
DESROCHE_N(2018)57:223;11664;Desrochers, N; Authorship, citations, acknowledgments and visibility in social media: Symbolic capital in the multifaceted reward system of science;SOC SCI INFORM;2018
AHMAD_B(2018)18:119;11875;Ahmad, B; An Analysis of Co-relation between Social Network Citation with H-Index and its Variants;INT J COMPUT SCI NET;2018
BORNMANN_L(2018)13:0197133;11950;Bornmann, L; Do altmetrics correlate with the quality of papers? A large-scale empirical study based on F1000Prime data;PLOS ONE;2018
MOHAMMAD_E(2018)13:0197265;12036;Mohammadi, E; Academic information on Twitter: A user survey;PLOS ONE;2018
ZAHEDI_Z(2018)13:0197326;12162;Zahedi, Z; General discussion of data quality challenges in social media metrics: Extensive comparison of four major altmetric data aggregators;PLOS ONE;2018
RAUDENBU_B(2018)8:273;12255;Raudenbush, B; Publication Rate of Podium Presentations From the North American Spine Society Annual Meetings;GLOB SPINE J;2018
ROBINSON_N(2018)27:461;12346;Robinson-Garcia, N; Perspective and challenges for scientific evaluators and bibliometrics professionals;PROF INFORM;2018
TORRES-S_D(2018)27:483;12413;Torres-Salinas, D; Altmetrics at institutional level: Visibility on the web of the scientific production of Spanish universities from Altmetric.com;PROF INFORM;2018
CASINO_G(2018)27:692;12506;Casino, G; Press citation: The impact of scientific journals and research articles on news media;PROF INFORM;2018
BENNETT_K(2018)8:bmjopen-2017-018053;12579;Bennett, K; Towards high-quality, useful practice guidelines for child and youth mental health disorders: protocol for a systematic review and consensus exercise;BMJ OPEN;2018
KANG_J(2018)5:environments5050058;12702;Kang, J; The Impact and Outreach of Soundscape Research;ENVIRONMENTS;2018
MARTIN-M_A(2018)12:494;12787;Martin-Martin, A; Author-level metrics in the new academic profile platforms: The online behaviour of the Bibliometrics community;J INFORMETR;2018
GIANNETT_F(2018)69:687;12899;Giannetti, F; A twitter case study for assessing digital sound;J ASSOC INF SCI TECH;2018
THELWALL_M(2018)115:717;12994;Thelwall, M; Differences between journals and years in the proportions of students, researchers and faculty registering Mendeley articles;SCIENTOMETRICS;2018
HOU_J(2018)115:869;13072;Hou, JH; Emerging trends and new developments in information science: a document co-citation analysis (2009-2016);SCIENTOMETRICS;2018
NABOUT_J(2018)115:1007;13210;Nabout, JC; Do traditional scientometric indicators predict social media activity on scientific knowledge? An analysis of the ecological literature;SCIENTOMETRICS;2018
YANG_S(2018)115:1017;13333;Yang, SL; Difference in the impact of open-access papers published by China and the USA;SCIENTOMETRICS;2018
BORNMANN_L(2018)115:1097;13427;Bornmann, L; Allegation of scientific misconduct increases Twitter attention;SCIENTOMETRICS;2018
LAMB_C(2018)6:4564;13488;Lamb, CT; Tweet success? Scientific communication correlates with increased citations in Ecology and Conservation;PEERJ;2018
HUANG_W(2018)13:0194962;13575;Huang, WY; A correlation comparison between Altmetric Attention Scores and citations for six PLOS journals;PLOS ONE;2018
ORTEGA_J(2018)365:fny049;13667;Ortega, JL; Disciplinary differences of the impact of altmetric;FEMS MICROBIOL LETT;2018
RAMNANAN_C(2018)32:;13741;Ramnanan, CJ; Determining Impact for Anatomical Sciences Education Articles in the Age of Altmetrics;FASEB J;2018
ELMORE_S(2018)46:252;13783;Elmore, SA; The Altmetric Attention Score: What Does It Mean and Why Should I Care?;TOXICOL PATHOL;2018
LIVAS_C(2018)40:193;13836;Livas, C; Looking Beyond Traditional Metrics in Orthodontics: An Altmetric Study on the Most Discussed Articles on the Web;EUR J ORTHODONT;2018
ARAUJO_A(2018)20:9368;13918;Araujo, AC; Impact of Low Back Pain Clinical Trials Measured by the Altmetric Score: Cross-Sectional Study;J MED INTERNET RES;2018
AWASOM_I(2018)88:197;14016;Awasom, I; Altmetrics: A Practical Guide for Librarians, Researchers, and Academics;LIBR QUART;2018
BANGANI_S(2018)115:131;14054;Bangani, S; The impact of electronic theses and dissertations: a study of the institutional repository of a university in South Africa;SCIENTOMETRICS;2018
HERRMANN_D(2018)115:239;14169;Herrmannova, D; Do citations and readership identify seminal publications?;SCIENTOMETRICS;2018
MESCHEDE_C(2018)115:283;14285;Meschede, C; Cross-metric compatability and inconsistencies of altmetrics;SCIENTOMETRICS;2018
BORCHARD_R(2018)13:0194903;14366;Borchardt, R; Perception of the importance of chemistry research papers and comparison to citation rates;PLOS ONE;2018
OLFF_M(2018)9:1439650;14449;Olff, M; Psychotraumatology on the move;EUR J PSYCHOTRAUMATO;2018
LIBKIND_A(2018)52:80;14513;Libkind, AN; Evaluating the Relationship between Bibliometrics and Altmetrics: A Case Study of Russian Publications SCI-E (2015);AUTOM DOC MATH LINGU;2018
MARICATO_J(2018)23:780;14577;Maricato, JD; The potential for Altmetrics to measure other types of impact in scientific production: academic and social impact dynamics in social media and networks;INFORM RES;2018
MACKINNO_S(2018)8:bmjopen-2017-020331;14655;Mackinnon, S; Are methodological quality and completeness of reporting associated with citation-based measures of publication impact? A secondary analysis of a systematic review of dementia biomarker studies;BMJ OPEN;2018
GORRAIZ_J(2018)27:231;14770;Gorraiz, J; A thousand and one reflections of the publications in the mirrors' labyrinth of the new metrics;PROF INFORM;2018
TABERNER_R(2018)109:95;14820;Taberner, R; Altmetrics: Beyond the Impact Factor;ACTAS DERMO-SIFILOGR;2018
THOMA_B(2018)20:300;14868;Thoma, B; The impact of social media promotion with infographics and podcasts on research dissemination and readership;CAN J EMERG MED;2018
JETTE_D(2018)98:149;14980;Jette, DU; How Should We Determine the Importance of Research?;PHYS THER;2018
RUAN_Q(2018)141:801;15046;Ruan, QZ; Alternative Metrics of Scholarly Output: The Relationship among Altmetric Score, Mendeley Reader Score, Citations, and Downloads in Plastic and Reconstructive Surgery;PLAST RECONSTR SURG;2018
SUSARLA_S(2018)141:810;15117;Susarla, SM; Discussion: Alternative Metrics of Scholarly Output: The Relationship among Altmetric Score, Mendeley Reader Score, Citations, and Downloads in Plastic and Reconstructive Surgery;PLAST RECONSTR SURG;2018
LIU_Y(2018)114:823;15167;Liu, Y; Multi-views on Nature Index of Chinese academic institutions;SCIENTOMETRICS;2018
MARTIN-M_A(2018)114:1251;15266;Martin-Martin, A; A novel method for depicting academic disciplines through Google Scholar Citations: The case of Bibliometrics;SCIENTOMETRICS;2018
THELWALL_M(2018)12:237;15398;Thelwall, M; Could scientists use Altmetric.com scores to predict longer term citation counts?;J INFORMETR;2018
SCHLOGL_C(2018)69:1;15495;Schlogl, C; Comparison of citations, downloads and reading frequencies;INFORM-WISS PRAX;2018
MARKUSOV_V(2018)114:593;15556;Markusova, V; Usage metrics vs classical metrics: analysis of Russia's research output;SCIENTOMETRICS;2018
WONG_K(2018)128:363;15625;Wong, K; Social Media Presence of Otolaryngology Journals: The Past, Present, and Future;LARYNGOSCOPE;2018
RUANO_J(2018)13:0191124;15712;Ruano, J; The differential impact of scientific quality, bibliometric factors, and social media activity on the influence of systematic reviews and meta-analyses about psoriasis;PLOS ONE;2018
SHEKHAWA_K(2018)114:261;15831;Shekhawat, KS; Can altmetrics be used to evaluate research?;CURR SCI INDIA;2018
SERGHIOU_S(2018)319:402;15878;Serghiou, S; Altmetric Scores, Citations, and Publication of Studies Posted as Preprints;JAMA-J AM MED ASSOC;2018
GRUNDY_Q(2018)319:408;15933;Grundy, Q; Prevalence of Disclosed Conflicts of Interest in Biomedical Research and Associations With Journal Impact Factors and Altmetric Scores;JAMA-J AM MED ASSOC;2018
DUSHINA_S(2018)9:80;15995;Dushina, SA;" Academic social media as a representation of the ""open science""";SOCIOL NAUK TEHNOL;2018
SIRAVURI_H(2018):385;16079;Siravuri, HV; Using Social Media and Scholarly Text to Predict Public Understanding of Science;ACM-IEEE J CONF DIG;2018
PACHECO_A(2018):258;16143;Pacheco, A; Metrics and Altmetrics: an exploratory study of a possible correlation between the most cited papers in open and restricted access in 2016-2018;*****;2018
JUHAS_G(2018):245;16221;Juhas, G; Continual Improvement Process in Scientific Publishing;*****;2018
STRIELKO_W(2018)11:306;16290;Strielkowski, W; RESEARCH FUNCTIONALITY AND ACADEMIC PUBLISHING: GAMING WITH ALTMETRICS IN THE DIGITAL AGE;ECON SOCIOL;2018
TIMILSIN_M(2018):463;16372;Timilsina, M; A 2-Layered Graph Based Diffusion Approach for Altmetric Analysis;*****;2018
ONYANCHA_O(2018)84:2;16437;Onyancha, OB; Navigating the rising metrics tide in the 21st century: which way for academic librarians in support of researchers in sub-Saharan Africa?;S AFR J LIBR INF;2018
PARDAL-P_B(2018)9:295;16538;Pardal-Pelaez, B; San Francisco Declaration on Research Assessment;REV ORL;2018
KOOS_J(2018)13:99;16586;Koos, JA; The Potential of a Cost-Per-Use Analysis to Assess the Value of Library Open-Access Funds;EVID BASED LIB INF P;2018
ARAUJO_R(2018)24:296;16632;Araujo, RF; Bibliometrics in practice and the role of librarians in their use and application;EM QUESTAO;2018
WILLIAMS_A(2018)119:662;16682;Williams, AE; Exploring the utility of Academia.edu: a SWOT analysis;INFORM LEARN SCI;2018
ERFANMAN_M(2018)36:979;16744;Erfanmanesh, M; Mapping worldwide research on the Internet of Things during 2011-2016;ELECTRON LIBR;2018
TORRES-S_D(2018)70:691;16817;Torres-Salinas, D; The insoluble problems of books: what does Altmetric.com have to offer?;ASLIB J INFORM MANAG;2018
LEKENA_L(2018):2546;16919;Lekena, LL; ENHANCING INSTITUTIONAL RESEARCH UPTAKE USING ALTMETRICS IN A UNIVERSITY;INTED PROC;2018
YANG_S(2018):351;16962;Yang, SQ; Altmetrics and Their Potential as an Assessment Tool for Digital Libraries;*****;2018
RAM_S(2018):355;17024;Ram, S; Alternative Metrices for Assessing Research Impact PlumX Tool to Showcase Academic Profile of Himachal Pradesh University;*****;2018
GUL_S(2018):397;17099;Gul, S; Altmetrics for the Journals of Politics Correlating Altmetrics with Journal Metrics;*****;2018
JAN_R(2018):402;17188;Jan, R; The Impact Story of Retracted Articles Altmetric it!;*****;2018
YE_Y(2018)42:1065;17263;Ye, YE; To get cited or get tweeted: a study of psychological academic articles;ONLINE INFORM REV;2018
