name;WoSline;author;title;journal;year
BLETTLER_M(2018)143:416;7005;Blettler, MCM; Freshwater plastic pollution: Recognizing research biases and identifying knowledge gaps;WATER RES;2018
FRADKIN_C(2018)9:01934;7147;Fradkin, C; The Impact of Non-Brazilian Contribution on the Publishing Performance of Psychology Journals in Brazil;FRONT PSYCHOL;2018
LIANG_G(2018)295:S161;7247;Liang, G; Trends on PM2.5 research, 1997-2016: a bibliometric study;TOXICOL LETT;2018
SWEILEH_W(2018)18:s12913-018-3568-x;7301;Sweileh, WM; Global research output on HIV/AIDS-related medication adherence from 1980 to 2017;BMC HEALTH SERV RES;2018
AZNAR-SA_J(2018)198:1120;7436;Aznar-Sanchez, JA; Economic analysis of sustainable water use: A review of worldwide research;J CLEAN PROD;2018
GADD_E(2018)31:437;7541;Gadd, E; How can bibliometric and altmetric suppliers improve? Messages from the end-user community;INSIGHTS;2018
MIRZA_N(2018)24:335;7587;Mirza, NA; Your comments matter: incorporating viewers' comments for ranking online video content using bibliometrics;NEW REV HYPERMEDIA M;2018
YOUNGBLO_M(2018)4:s41599-018-0175-8;7668;Youngblood, M; A bibliometric analysis of the interdisciplinary field of cultural evolution;PALGR COMMUN;2018
GUPTA_B(2018)8:164;7788;Gupta, BM; Research on Azadirachta indica: A scientometric assessment of global publications output during 1997-2016;INT J PHARM INVESTIG;2018
GUPTA_B(2018)8:173;7852;Gupta, BM; Research on Nigella sativa: A Scientometric Assessment of Global Publications' Output during, 1989-2018;INT J PHARM INVESTIG;2018
AHMED_K(2018)8:182;7913;Ahmed, KKM; Nano-enabled drug delivery research: A scientometric assessment of Indian publications during 1995-2018;INT J PHARM INVESTIG;2018
ACEVEDO-_C(2018)50:145;7966;Acevedo-Triana, C; Productivity Analysis and Impact of Colombian Psychology Journals between 2000 and 2016;REV LAT AM PSICOL;2018
CINTRA_P(2018)32:117;8113;Cintra, PR; The impact of open access citation and social media on leading top Information Science journals;INVESTIG BIBLIOTECOL;2018
MORALES_M(2018)32:193;8183;Morales, MEL; A Bibliometric study of women researchers in early organizational structures of exact sciences and engineering in Mexico from 1900 to 2000;INVESTIG BIBLIOTECOL;2018
FABIANO_G(2018)21:S192;8262;Fabiano, G; PUBLIC-PRIVATE CONTRIBUTION TO BIOPHARMACEUTICAL DISCOVERIES: A BIBLIOMETRIC ANALYSIS OF BIOMEDICAL RESEARCH IN UK;VALUE HEALTH;2018
SVERDLOV_E(2018)33:207;8305;Sverdlov, ED;" Incremental Science: Papers and Grants, Yes; Discoveries, No";MOL GENET MICROBIOL+;2018
DOMNINA_T(2018)45:219;8377;Domnina, TN; Russian Scientific Periodicals in the Directory of Open-Access Journals;SCI TECH INF PROCESS;2018
MAZOV_N(2018)45:271;8445;Mazov, NA; Bibliometric Indicators of Scientific Journals and Editorial Board Members (Based on the Example of Russian Journals on Earth Sciences);SCI TECH INF PROCESS;2018
VICENTIN_L(2018)24:1335;8532;Vicentini, L; SCIENTIFIC PRODUCTION ON JIU-JITSU: ANALYSIS OF ARTICLES, THESES AND DISSERTATIONS PUBLISHED BETWEEN 1996 AND 2016;MOVIMENTO-PORTO ALEG;2018
FERNANDE_T(2018)10:310;8609;Fernandez, TM; Scientific productivity of CorSalud journal: Visibility through Google Scholar;CORSALUD;2018
VILLAMIZ_P(2018)59:mecm;8689;Villamizar, P; Training Models in Minimally Invasive Surgery for Laparoscopic Pyeloplasty: Review of the Literature;UNIV MED;2018
CARMONA_V(2018)34:399;8796;Carmona, VC; Social entrepreneurship: a bibliometric approach in the administration and business field;ESTUD GERENC;2018
ARAUJO_J(2018)34:457;8927;Araujo, JG; Small enterprises and management practices: contributions of Brazilian journals;ESTUD GERENC;2018
SORLIN_S(2018)27:287;9063;Sorlin, S; Humanities of transformation: From crisis and critique towards the emerging integrative humanities;RES EVALUAT;2018
SILE_L(2018)27:310;9213;Sile, L; Comprehensiveness of national bibliographic databases for social sciences and humanities: Findings from a European survey;RES EVALUAT;2018
SCHMIED_M(2018)27:335;9354;Schmied, M; Procedures and criteria for evaluating academic legal publications: Results of a survey in Switzerland;RES EVALUAT;2018
WILDGAAR_L(2018)27:347;9474;Wildgaard, L; Continued publications by health science PhDs, 5 years post PhD-Defence;RES EVALUAT;2018
LIU_X(2018)27:367;9579;Liu, XJ; Tracking research performance before and after receiving the Cheung Kong Scholars award: A case study of recipients in 2005;RES EVALUAT;2018
MASCAREN_C(2018)45:708;9661;Mascarenhas, C; University-industry cooperation: A systematic literature review and research agenda;SCI PUBL POLICY;2018
RIGOLIN_C(2018)14:178;9813;Rigolin, CCD; The Brazilian scientific production of theses and dissertations on health literacy;REV TECNOL SOC;2018
ONYANCHA_O(2018)28:155;9893;Onyancha, OB; Towards a Uniform Terminology for Indigenous Knowledge Concepts: Informetrics Perspectives;AFR J LIBR ARCH INFO;2018
LANCA_T(2018)23:150;9986;Lanca, TA; Multi and interdisciplinarity in the Brazilian postgraduate programs in Information Science;PERSPECT CIENC INF;2018
CUI_X(2018)93:704;10101;Cui, XZ; How can cities support sustainability: A bibliometric analysis of urban metabolism;ECOL INDIC;2018
ZHENG_Y(2018)18:1255;10270;Zheng, Y; The Past, Present and Future of Research on Chinese Entrepreneurship Education: A Bibliometric Analysis Based on CSSCI Journal Articles;EDUC SCI-THEOR PRACT;2018
LIU_Y(2018)18:2195;10362;Liu, YG; Analysis of Spatial-temporal Distribution, Focus Trends and Evolution of Sports Culture Education Research in China;EDUC SCI-THEOR PRACT;2018
YAMAMOTO_K(2018)10:3448;10433;Yamamoto, K; Bibliometric Study of Obstetrics Articles Published in the Journal of the American Medical Association, 1997-2016;CUREUS;2018
MEYNARD_J(2018)38:s13593-018-0535-1;10518;Meynard, JM; Socio-technical lock-in hinders crop diversification in France;AGRON SUSTAIN DEV;2018
LYBBERT_T(2018)100:1253;10624;Lybbert, TJ; AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS VOLUME 100: A CENTURY OF PUBLISHING THE FRONTIERS OF THE PROFESSION;AM J AGR ECON;2018
OKAGBUE_H(2018)20:1440;10679;Okagbue, HI; Analysis of dataset on editorial board composition of Dove Medical Press by continent;DATA BRIEF;2018
WU_Q(2018)25:28296;10764;Wu, Q; The way forward confronting eco-environmental challenges during land-use practices: a bibliometric analysis;ENVIRON SCI POLLUT R;2018
MO_Z(2018)25:30257;10950;Mo, ZW; Global development and trend of wind tunnel research from 1991 to 2014: a bibliometric analysis;ENVIRON SCI POLLUT R;2018
HO_Y(2018)25:30737;11070;Ho, YS;" Comments on ""Mapping the scientific research on non-point source pollution: a bibliometric analysis"" by Yang et al. (2017)";ENVIRON SCI POLLUT R;2018
JESUS_T(2018)54:785;11136;Jesus, TS; Publication trends of study protocols in rehabilitation;EUR J PHYS REHAB MED;2018
MORAL-MU_J(2018)365:fny230;11237;Moral-Munoz, JA; Highly cited papers in Microbiology: identification and conceptual analysis;FEMS MICROBIOL LETT;2018
XU_X(2018)204:160;11351;Xu, XH; Supply chain finance: A systematic literature review and bibliometric analysis;INT J PROD ECON;2018
YIN_J(2018)197:827;11553;Yin, JH; Large-scale assessment of global green innovation research trends from 1981 to 2016: A bibliometric study;J CLEAN PROD;2018
PENG_B(2018)197:1177;11656;Peng, BH; Bibliometric and visualized analysis of China's coal research 2000-2015;J CLEAN PROD;2018
TURKELI_S(2018)197:1244;11779;Turkeli, S; Circular economy scientific knowledge in the European Union and China: A bibliometric, network and survey analysis (2006-2016);J CLEAN PROD;2018
MORA-VAL_E(2018)43:1410;11901;Mora-Valentin, EM; Mapping the conceptual structure of science and technology parks;J TECHNOL TRANSFER;2018
POWELL_A(2018)227:S94;12019;Powell, AG; Altmetric vs Bibliometric Perspective Regarding Publication Impact and Force;J AM COLL SURGEONS;2018
XIA_J(2018)31:403;12074;Xia, JF; Alternative journal impact factors in open access publishing;LEARN PUBL;2018
AFFATATO_S(2018)11:ma11101967;12146;Affatato, S; Does the Hirsch Index Improve Research Quality in the Field of Biomaterials? A New Perspective in the Biomedical Research Field;MATERIALS;2018
WANG_B(2018)97:0000000000011566;12225;Wang, B; Worldwide research productivity in the field of back pain A bibliometric analysis;MEDICINE;2018
AZNAR-SA_J(2018)8:met8100805;12305;Aznar-Sanchez, JA; The Sustainable Management of Metals: An Analysis of Global Research;METALS-BASEL;2018
JOHAN_D(2018)8:125;12426;Johan, DA; Entrepreneurial education: a bibliometric study on recent scientific production;NAVUS-REV GEST TECNO;2018
SCHREIBE_M(2018)93:aad959;12521;Schreiber, M; A skeptical view on the Hirsch index and its predictive power;PHYS SCRIPTA;2018
FU_H(2018)137:251;12610;Fu, HZ; Characteristics of scientific impact of Resources Conservation and Recycling in the past 30 years;RESOUR CONSERV RECY;2018
SOBOLEVA_N(2018)67:1936;12706;Soboleva, NO; Publication activity in the field of medicinal chemistry in 2008-2017: Russian research in the global flow;RUSS CHEM B+;2018
VANNUNEN_K(2018)108:248;12765;van Nunen, K; Bibliometric analysis of safety culture research;SAFETY SCI;2018
MENDONCA_L(2018)18:629;12861;Mendonca, L; Impact of the economic crisis on pain research: a bibliometric analysis of pain research publications from Ireland, Greece, and Portugal between 1997 and 2017;SCAND J PAIN;2018
LEI_L(2018)24:1409;12938;Lei, L; Lack of Improvement in Scientific Integrity: An Analysis of WoS Retractions by Chinese Researchers (1997-2016);SCI ENG ETHICS;2018
FANG_H(2018)24:1589;13018;Fang, H; Normalized Paper Credit Assignment: A Solution for the Ethical Dilemma Induced by Multiple Important Authors;SCI ENG ETHICS;2018
CUNILLER_T(2018)117:1;13118;Cunillera, T; Twenty years of statistical learning: from language, back to machine learning;SCIENTOMETRICS;2018
SONG_Y(2018)117:9;13189;Song, Y; To be the Prince to wake up Sleeping Beauty: the rediscovery of the delayed recognition studies;SCIENTOMETRICS;2018
QUAYLE_M(2018)117:163;13275;Quayle, M; The resilience of regional African HIV/AIDS research networks to the withdrawal of international authors in the subfield of public administration and governance: lessons for funders and collaborators;SCIENTOMETRICS;2018
AMAN_V(2018)117:227;13359;Aman, V; A new bibliometric approach to measure knowledge transfer of internationally mobile scientists;SCIENTOMETRICS;2018
BORNMANN_L(2018)117:637;13447;Bornmann, L; Field classification of publications in Dimensions: a first case study testing its reliability and validity;SCIENTOMETRICS;2018
HERZOG_C(2018)117:641;13495;Herzog, C; Response to the letter 'Field classification of publications in Dimensions: a first case study testing its reliability and validity';SCIENTOMETRICS;2018
LUTZ_C(2018)36:632;13549;Lutz, C; Making Academic Social Capital Visible: Relating SNS-Based, Alternative and Traditional Metrics of Scientific Impact;SOC SCI COMPUT REV;2018
SHIN_S(2018)10:su10103522;13650;Shin, SH; Analyzing Sustainability Literature in Maritime Studies with Text Mining;SUSTAINABILITY-BASEL;2018
HOLBL_M(2018)10:sym10100470;13807;Holbl, M; A Systematic Review of the Use of Blockchain in Healthcare;SYMMETRY-BASEL;2018
FERNANDE_N(2018)14:446;13931;Fernandez, N; Historical bibliometric analysis of the top cited articles on vesicoureteral reflux 1950-2016, and incorporation of a novel impact index;J PEDIATR UROL;2018
BEGENY_J(2018)70:44;14040;Begeny, JC; Geographically representative scholarship and internationalization in school and educational psychology: A bibliometric analysis of eight journals from 2002-2016;J SCHOOL PSYCHOL;2018
MUSA_I(2018)10:su10103414;14166;Musa, I; Global Research on Syndromic Surveillance from 1993 to 2017: Bibliometric Analysis and Visualization;SUSTAINABILITY-BASEL;2018
PERENYI_A(2018)10:su10103476;14474;Perenyi, A; A Systematic Review of International Entrepreneurship Special Issue Articles;SUSTAINABILITY-BASEL;2018
ZHAO_X(2018)10:su10103560;14592;Zhao, X; Characteristics and Trends of Research on New Energy Vehicle Reliability Based on the Web of Science;SUSTAINABILITY-BASEL;2018
FAKHAR_M(2018)11:1409;14749;Fakhar, M; A bibliometric analysis of global research on toxoplasmosis in the Web of Science;VET WORLD;2018
EMMER_A(2018)8:geosciences8100382;14840;Emmer, A; Geographies and Scientometrics of Research on Natural Hazards;GEOSCIENCES;2018
REZAEE_M(2018)15:1426;14915;Rezaee, ME; Bibliometric Analysis of Erectile Dysfunction Publications in Urology and Sexual Medicine Journals;J SEX MED;2018
DARMON_M(2018)44:1669;14996;Darmon, M; Time trends in the reporting of conflicts of interest, funding and affiliation with industry in intensive care research: a systematic review;INTENS CARE MED;2018
GREEN_B(2018)32:83;15104;Green, BN; Peer-reviewer acknowledgments;J CHIPROPR EDUC;2018
FERNANDE_I(2018)30:303;15145;Fernandez-Guerrero, IM; Presentations at 29 conferences of the Spanish Society of Emergency Medicine (SEMES) from 1988 to 2017: a descriptive analysis;EMERGENCIAS;2018
MOTTA_A(2018)17:575;15234;Motta, AM; ANALYSIS OF THE JOURNAL OF MARKETING'S PRODUCTION FROM 2014 TO 2016;REV BRASIL MARK;2018
DACOSTA_S(2018)10:1156;15297;da Costa, SFG; The use of the Calgary model in nursing dissertations and theses: a bibliometric study;REV PESQUI-CUID FUND;2018
SENEL_E(2018)57:1996;15371;Senel, E; Health and Religions: A Bibliometric Analysis of Health Literature Related to Abrahamic Religions Between 1975 and 2017;J RELIG HEALTH;2018
SURKIS_A(2018)106:508;15429;Surkis, A; The relative citation ratio: what is it and why should medical librarians care?;J MED LIBR ASSOC;2018
BASAR_S(2018)24:7100;15501;Basar, S; Bibliometric Analysis of Research Methods in Dengue Related Research;ADV SCI LETT;2018
GARRIDO-_J(2018)37:1829;15599;Garrido-Cardenas, JA; Genetic approach towards a vaccine against malaria;EUR J CLIN MICROBIOL;2018
FRANCHIG_F(2018)54:792;15705;Franchignoni, F; Basic bibliometrics for dummies and others: an overview of some journal-level indicators in physical and rehabilitation medicine;EUR J PHYS REHAB MED;2018
LIU_C(2018)35:1280;15773;Liu, CJ; Bibliometric Analysis of Palliative Care-Related Publication Trends During 2001 to 2016;AM J HOSP PALLIAT ME;2018
AHMAD_S(2018)14:265;15849;Ahmad, SJS; Systematic review on citation classics in minimally invasive gastrointestinal surgery;J MINIM ACCESS SURG;2018
HARKER_J(2018)42:369;15942;Harker, JL; Mapping a Subfield's Sociology of Science: A 25-Year Network and Bibliometric Analysis of the Knowledge Construction of Sports Crisis Communication;J SPORT SOC ISSUES;2018
MILLER_C(2018)62:1304;16050;Miller, C; Publications by Scandinavian university Departments of Anaesthesiology from 2001 to 2015;ACTA ANAESTH SCAND;2018
KLINGELH_D(2018)117:45;16127;Klingelhofer, D; Fifteen years after September 11: Where is the medical research heading? A scientometric analysis;SCIENTOMETRICS;2018
VANDENBE_P(2018)117:313;16251;van den Besselaar, P; Studying grant decision-making: a linguistic analysis of review reports;SCIENTOMETRICS;2018
ZHANG_L(2018)117:495;16353;Zhang, LW; Why highly cited articles are not highly tweeted? A biology case;SCIENTOMETRICS;2018
ZDENEK_R(2018)117:563;16444;Zdenek, R; An analysis of editorial board members' publication output in agricultural economics and policy journals;SCIENTOMETRICS;2018
LYKKE_N(2018)117:655;16530;Lykke, N; Can't bibliometric analysts do better? How quality assessment without field expertise does not work A comment on G. Madison and T. Soderlund: Comparisons of scientific quality indicators across peer-reviewed journal articles with more or less gender perspective: Gender studies can do better;SCIENTOMETRICS;2018
LIU_H(2018)42:s10916-018-1033-3;16599;Liu, H; Visualization and Bibliometric Analysis of Research Trends on Human Fatigue Assessment;J MED SYST;2018
DROSTE_N(2018)13:0204749;16684;Droste, N; Where communities intermingle, diversity grows - The evolution of topics in ecosystem service research;PLOS ONE;2018
ERTZ_M(2018)196:1073;16819;Ertz, M; Sustainability in the collaborative economy: A bibliometric analysis reveals emerging interest;J CLEAN PROD;2018
SINGH_P(2018)196:1669;16966;Singh, P; A review on biodegradation and photocatalytic degradation of organic pollutants: A bibliometric and comparative analysis;J CLEAN PROD;2018
BREUGELM_J(2018)13:0203156;17174;Breugelmans, JG; Scientific impact increases when researchers publish in open access and international collaboration: A bibliometric analysis on poverty-related disease papers;PLOS ONE;2018
LI_M(2018)172:554;17287;Li, MH; Transport biofuels technological paradigm based conversion approaches towards a bio-electric energy framework;ENERG CONVERS MANAGE;2018
EITO-BRU_R(2018)62:1626;17451;Eito-Brun, R; Visibility of the CryoSat mission in the scientific and technical literature: A bibliometric perspective;ADV SPACE RES;2018
SANCHEZ-_J(2018)9:01696;17513;Sanchez-Garcia, JC; Entrepreneurs' Well-Being: A Bibliometric Review;FRONT PSYCHOL;2018
PERIS_A(2018)18:533;17691;Peris, A; The Evolution of the Systems of Cities Literature Since 1995: Schools of Thought and their Interaction;NETW SPAT ECON;2018
ALVES_A(2018)24:6612;17816;Alves, APF; Understanding Sustainable Supply Chain Coordination: a review of publications in Brazilian journals;REV CIENC ADM;2018
RAN_X(2018)21:S92;17899;Ran, X; THE EVALUATION OF THE QUALITY OF LIFE AMONG CHRONIC HEPATITIS PATIENTS IN CHINA BASED ON BIBLIOMETRIC ANALYSIS;VALUE HEALTH;2018
DEFARIAS_J(2018)10:88;17942;De Farias, JR; Method of joint research to identify the research problem;CONHECIMENTO DIVERS;2018
OLIVEIRA_M(2018)10:138;18020;Oliveira, MA; Scientific reflections on equine therapy: an analysis of researches carried out from 2006 to 2016;CONHECIMENTO DIVERS;2018
MARKUSOV_V(2018)88:394;18075;Markusova, VA; An Altmetric As an Indicator of a Publication's Scientific Impact;HER RUSS ACAD SCI+;2018
VILLA-CO_C(2018)44:344;18157;Villa-Collar, C; Bibliometric Study of Scientific Research on Overnight Orthokeratology;EYE CONTACT LENS;2018
ELAHEH_F(2018)26:2145;18242;Elaheh, F;" Five Decades of Scientific Development on ""Attachment Theory"": Trends and Future Landscape";PERTANIKA J SOC SCI;2018
